portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-a,demo-00331,https://demo-a.example/aviso/demo-00331,https://demo-a.example/aviso/demo-00331,Departamento 3 ambientes en Palermo,248000,USD,389000,ARS,Serrano 1687,"Palermo, Capital Federal",Mirador Propiedades,67.3,,67.3,3,2,1,,0,A Estrenar,,,"seguridad 24 h, pileta, gimnasio, parrilla, sum",2026-06-19,"Departamento a estrenar en Palermo, sobre la calle Serrano al 1600. Se trata de un tres ambientes con dos dormitorios y un baño completo, todo en 67 m² cubiertos de superficie. El edificio cuenta con ascensor y seguridad las 24 horas, además de pileta, gimnasio, parrilla y salón de usos múltiples para disfrutar sin salir de casa. Sin cochera, pero con todos los servicios a la vuelta de la esquina. Ideal para quienes buscan un primer hogar o una inversión en una de las zonas más buscadas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00332,https://demo-b.example/aviso/demo-00332,https://demo-b.example/aviso/demo-00332,Departamento 2 ambientes en Belgrano,144000,USD,204000,ARS,"Cuba 2035, Piso 3","Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,53.6,8,61.6,2,1,1,25,0,Excelente,,3,,2026-06-29,"Departamento de 2 ambientes en Belgrano, sobre la calle Cuba al 2000. Se trata de un piso 3 con 54 m² cubiertos más 8 m² de balcón/terraza, todo en excelente estado y con 25 años de antigüedad bien llevados. La distribución es clásica: living-comedor, un dormitorio y un baño completo. Ambientes amplios y luminosos, listos para habitar. Sin cochera ni amenities, ideal para quienes buscan un departamento funcional en una zona con todos los servicios a la vuelta.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00333,https://demo-a.example/aviso/demo-00333,https://demo-a.example/aviso/demo-00333,Departamento 2 ambientes en Belgrano,143000,USD,204000,ARS,"Cuba 2000, Piso 3","Belgrano, Capital Federal",Belgrano Brokers,55.6,8,63.6,2,1,1,,0,Excelente,,3,,2026-06-29,"Departamento de 2 ambientes en pleno Belgrano, sobre la calle Cuba al 2000, a metros de los bares y la vida comercial de la zona. Se destaca por su excelente estado general, listo para mudarse sin vueltas. Está en un piso 3, bien iluminado y con una distribución prolija que aprovecha cada metro de sus 56 m² cubiertos, más un balcón/terraza de 8 m² ideal para desayunar al aire libre o sumar un par de reposeras.

La cocina es amplia y el baño completo, ambos en perfectas condiciones. Al ser sin cochera ni amenities, el gasto de expensas se mantiene acotado, un punto a favor para el día a día. La ubicación es inmejorable para moverse en transporte público, con múltiples líneas de colectivo y el subte cerca. Es una oportunidad concreta para quienes buscan un dos ambientes canchero y bien ubicado, con ese toque de barrio porteño que enamora.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00332""}"
demo-a,demo-00334,https://demo-a.example/aviso/demo-00334,https://demo-a.example/aviso/demo-00334,Departamento 3 ambientes en Palermo,349000,USD,210000,ARS,Gorriti 3570,"Palermo, Capital Federal",Grupo Arcos,96.7,,96.7,3,2,1,,0,Excelente,Frente,,"parrilla, laundry, gimnasio",2026-07-17,"Vendemos este departamento de tres ambientes en Palermo, sobre Gorriti al 3500. Son 97 m² cubiertos, dos dormitorios y un baño, todo en excelente estado y listo para habitar. Es al frente, con mucha luz natural, y cuenta con ascensor. El edificio ofrece parrilla, laundry y gimnasio para disfrutar sin salir de casa. Ideal para quien busca un hogar cómodo en una de las mejores zonas de la ciudad, cerca de bares, tiendas y todo el movimiento de Palermo. Sin cochera. Consultanos por la visita.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00335,https://demo-b.example/aviso/demo-00335,https://demo-b.example/aviso/demo-00335,Departamento 3 ambientes en Palermo,342000,USD,210000,ARS,Gorriti 3500,"Palermo, Capital Federal",Inmobiliaria del Parque,101.2,,101.2,3,2,1,50,0,Excelente,Frente,,"parrilla, laundry, gimnasio",2026-07-10,"Departamento de tres ambientes en Palermo, sobre Gorriti al 3500, al frente, con 101 m² cubiertos y una distribución muy funcional. Son dos dormitorios, living comedor amplio y cocina separada, todo en excelente estado y con buena luminosidad gracias a su orientación. El edificio tiene 50 años de antigüedad pero se nota el mantenimiento; cuenta con parrilla, laundry y gimnasio para los vecinos. Sin cochera, pero con fácil acceso a transporte y todos los servicios del barrio. Ideal para quienes buscan un piso clásico de Palermo con buena superficie y espacios bien aprovechados.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00334""}"
demo-b,demo-00336,https://demo-b.example/aviso/demo-00336,https://demo-b.example/aviso/demo-00336,Departamento 4 ambientes en Belgrano,357000,USD,,,Moldes 2116,"Belgrano, Capital Federal",Sur & Asociados,132.4,5,137.4,,,,,,,,,,2026-08-13,"Departamento en Belgrano, Moldes al 2100. Piso 6, orientación lateral, con 132 m² cubiertos más 5 m² de balcón/terraza. Cuenta con 4 ambientes: 3 dormitorios y 2 baños. A pesar de sus 60 años de antigüedad, se encuentra en excelente estado, listo para habitar. Sin cochera ni amenities, pero con la tranquilidad de un barrio residencial bien conectado. Ideal para quienes buscan un hogar amplio con buena luz y ventilación gracias a su orientación. El vendedor acepta permuta por otra unidad o financiación en cuotas, facilitando la operación. No pierda la oportunidad de conocer este clásico de Belgrano.",false,"{""sintetico"": true, ""caso"": ""permuta"", ""duplicado_de"": null}"
demo-a,demo-00337,https://demo-a.example/aviso/demo-00337,https://demo-a.example/aviso/demo-00337,Departamento 3 ambientes en Palermo,218000,USD,,,Scalabrini Ortiz 664,"Palermo, Capital Federal",Belgrano Brokers,73.5,3,76.5,,,,,,,,,seguridad 24 h,2026-06-24,"Departamento de 3 ambientes en pleno Palermo, sobre la avenida Scalabrini Ortiz al 600, en una ubicación que no tiene desperdicio. Se trata de una unidad en **muy buen estado**, en **piso 4** y **con ascensor**, ideal para quien busca mudarse sin pensar en nada. Tiene 74 m² cubiertos más 3 m² de balcón/terraza, con una distribución que se aprovecha muy bien. Los dos dormitorios son amplios y el baño está completo. La construcción es de aproximadamente **30 años de antigüedad**, pero se nota que se ha mantenido con esmero. Cuenta con seguridad las 24 horas, lo que suma mucha tranquilidad, sobre todo para los que viajan seguido o pasan largas horas fuera de casa. Sin cochera, pero en esta zona no hace falta: hay de todo cerca, subte, colectivos y mucha vida comercial. La cocina es independiente y el balcón le da una linda luz al living. Ideal como vivienda principal o para invertir en alquiler. Los ambientes son prolijos y no hay que hacer reformas estructurales. Un dato a favor: al ser piso 4, el ascensor se agradece todos los días. Si estás buscando un departamento en Palermo con buena conectividad y sin sorpresas, este puede ser el indicado.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00338,https://demo-b.example/aviso/demo-00338,https://demo-b.example/aviso/demo-00338,Departamento 1 ambientes en Belgrano,60000,USD,,,"Zabala 2328, Piso 6","Belgrano, Capital Federal",Mirador Propiedades,30.9,,30.9,1,0,1,,0,Muy Bueno,,6,"gimnasio, seguridad 24 h",2026-05-26,"Zabala al 2300, Belgrano. Departamento de 1 ambiente en muy buen estado, ideal para quienes buscan un primer ingreso o un espacio funcional en un barrio que lo tiene todo. Está en piso 6, con ascensor, y cuenta con 31 metros cuadrados cubiertos bien aprovechados. El baño es completo y el living se presta para un pequeño office o zona de descanso. El edificio tiene gimnasio y seguridad 24 horas, dos puntos clave para la vida diaria. Sin cochera, pero con buena conectividad y servicios cerca. Un departamento práctico para vivir o alquilar.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00339,https://demo-a.example/aviso/demo-00339,https://demo-a.example/aviso/demo-00339,Departamento 5 ambientes en Belgrano,682000,USD,,,3 de Febrero 3377,"Belgrano, Capital Federal",Norte Propiedades,217.5,,217.5,5,4,2,,0,Excelente,,,"gimnasio, pileta, seguridad 24 h, parrilla, laundry",2026-08-16,"Departamento de 5 ambientes en pleno Belgrano, sobre 3 de Febrero al 3300, una de las zonas más buscadas de la Ciudad. Son 218 metros cuadrados cubiertos distribuidos en 4 dormitorios y 2 baños, pensados para quien necesita espacio real sin resignar comodidad. La propiedad se entrega en excelente estado, lista para habitar, con una distribución que separa claramente el área social del sector privado.

El edificio cuenta con amenities que suman calidad de vida todos los días: gimnasio equipado, pileta, parrilla para reuniones y laundry. La seguridad 24 horas es un plus que se agradece, sobre todo en una zona con movimiento constante y cercanía a todo. No incluye cochera, pero al estar tan bien ubicado, la mayoría de las necesidades se resuelven caminando. Ideal para familias que buscan un piso de categoría en un barrio tradicional, con verde, subtes y colegios cerca. Consultas al privado.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00340,https://demo-b.example/aviso/demo-00340,https://demo-b.example/aviso/demo-00340,Departamento 5 ambientes en Belgrano,521000,USD,286000,ARS,"Olazábal 4188, Piso 5","Belgrano, Capital Federal",Estudio Lacroze,146.3,12,158.3,5,4,1,45,0,Excelente,Contrafrente,5,"parrilla, pileta, solarium, gimnasio, seguridad 24 h",2026-09-03,"Departamento de 5 ambientes en Belgrano, sobre Olazábal al 4100. Piso 5, con ascensor y balcón terraza de 12 m², todo al contrafrente, lo que garantiza mucha tranquilidad. La superficie cubierta es de 146 m², distribuidos en living comedor amplio, 4 dormitorios, cocina y un baño completo. El edificio tiene 45 años de antigüedad, con buena conservación general y seguridad las 24 horas. Además, cuenta con amenities destacados: pileta, solarium, gimnasio y parrilla para disfrutar en familia. Sin cochera. Una oportunidad única para quienes buscan espacio y calidad de vida en uno de los mejores barrios de la Capital.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00341,https://demo-a.example/aviso/demo-00341,https://demo-a.example/aviso/demo-00341,Departamento 5 ambientes en Belgrano,528000,USD,286000,ARS,"Olazábal 4100, Piso 5","Belgrano, Capital Federal",Estudio Lacroze,147.6,12,159.6,5,4,1,,0,Excelente,,5,"parrilla, pileta, solarium, gimnasio, seguridad 24 h",2026-09-06,"Departamento de 5 ambientes en pleno Belgrano, sobre Olazábal al 4100, en una zona re linda y con todo cerca. Son 148 m² cubiertos más 12 m² de balcón/terraza, en piso 5, con una vista que se disfruta un montón. Está en excelente estado, listo para mudarse o para alquilar sin tener que hacerle nada. Tiene 4 dormitorios y 1 baño, pensado para una familia que busque comodidad y espacios amplios, con buena distribución y mucha luz natural.

El edificio cuenta con amenities de primera: pileta, solarium, gimnasio y parrilla, además de seguridad 24 horas, que se agradece siempre. No incluye cochera, pero por la zona no vas a tener problema para encontrar opciones cerca. Es una oportunidad muy interesante para los que quieren vivir en un barrio con identidad, cerca de plazas, colegios y medios de transporte. Ideal para los que buscan calidad de vida sin irse del centro porteño. Consultanos por esta unidad, la atención es personalizada.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00340""}"
demo-a,demo-00342,https://demo-a.example/aviso/demo-00342,https://demo-a.example/aviso/demo-00342,Departamento 2 ambientes en Palermo,236000,USD,248000,ARS,"Fitz Roy 3329, Piso 15","Palermo, Capital Federal",Estudio Lacroze,52.2,,52.2,2,1,1,,1,A Estrenar,,15,,2026-08-16,"Departamento de 2 ambientes y 1 dormitorio en pleno Palermo, sobre Fitz Roy al 3300. Son 52 m² cubiertos de un piso 15, con buena luz natural y una cochera incluida en el precio. Ideal para quienes buscan un dos ambientes bien ubicado, con la posibilidad de sumar un ambiente extra o un office según lo que necesites. La zona es de las más lindas de la ciudad, con movimiento todo el día, bares, restaurantes y verde a la vuelta, pero sin perder la tranquilidad que da un piso alto.

El departamento está pensado para ser funcional: el baño es completo y el living comedor se integra con la cocina, lo que lo hace muy cómodo para el día a día. Al no tener amenities, el gasto de expensas es más liviano, y la cochera suma un plus que en Palermo se agradece. Está a pasos de subte, colectivos y de los accesos principales, así que te moves rápido para cualquier lado. Una oportunidad concreta para estrenar o invertir en una de las zonas más buscadas de Buenos Aires.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00343,https://demo-a.example/aviso/demo-00343,https://demo-a.example/aviso/demo-00343,Departamento 2 ambientes en Belgrano,96000,USD,510000,ARS,Olazábal 5431,"Belgrano, Capital Federal",Belgrano Brokers,42.5,8,50.5,,,,,,,,,,2026-08-10,"Excelente oportunidad en el corazón de Belgrano. Departamento de dos ambientes en Olazábal al 5400, con 42 m² cubiertos más un balcón terraza de 8 m². Es una unidad interna, pero con ascensor, lo que la hace muy práctica. Está en buen estado general, listo para habitar o para invertir. El living comedor es amplio y la cocina está separada; el dormitorio tiene buen placard y el baño completo. Sin cochera ni amenities, ideal para quien busca un dos ambientes clásico, bien ubicado, cerca de todo el barrio.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00344,https://demo-a.example/aviso/demo-00344,https://demo-a.example/aviso/demo-00344,Departamento 2 ambientes en Belgrano,159000,USD,125000,ARS,"Ciudad de la Paz 3995, Piso 3","Belgrano, Capital Federal",Sur & Asociados,57.0,,57.0,2,1,1,,0,Muy Bueno,Contrafrente,3,"gimnasio, seguridad 24 h, parrilla",2026-07-07,"Departamento de 2 ambientes en Belgrano, sobre Ciudad de la Paz al 3900. Tiene 57 m² cubiertos, con un dormitorio y un baño, en muy buen estado. Es al contrafrente, lo que garantiza tranquilidad y buena luz natural. El edificio cuenta con seguridad 24 horas, gimnasio y parrilla para disfrutar sin salir de casa. Sin cochera, pero con excelente conectividad y todos los servicios cerca. Ideal para quienes buscan un hogar cómodo y bien ubicado en uno de los barrios más buscados de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00345,https://demo-b.example/aviso/demo-00345,https://demo-b.example/aviso/demo-00345,Departamento 3 ambientes en Belgrano,280000,USD,177000,ARS,Virrey del Pino 4468,"Belgrano, Capital Federal",Mirador Propiedades,85.9,5,90.9,,,,,,,,,"seguridad 24 h, pileta, sum, solarium, gimnasio",2026-08-28,"Departamento de 3 ambientes en pleno Belgrano, al frente y con ascensor, sobre Virrey del Pino al 4400. Son 86 m² cubiertos más un balcón terraza de 5 m² que suma luz a los ambientes. A pesar de tener 60 años de antigüedad, se encuentra en excelente estado, listo para habitar sin grandes reformas. La distribución es clásica y funcional: dos dormitorios bien separados del living comedor, y un baño completo con revestimiento moderno.

El edificio ofrece seguridad 24 horas, pileta, sum, solarium y gimnasio, ideales para quienes buscan comodidad sin salir de casa. Al estar al frente, la luminosidad natural acompaña durante todo el día, y la altura del piso (sin especificar, pero con buena vista) suma amplitud visual. No incluye cochera, pero la zona tiene fácil acceso a transporte y comercios. Una oportunidad real para parejas o familias chicas que quieran vivir en uno de los barrios más buscados de la ciudad, con la tranquilidad de un edificio bien mantenido y con amenities que se disfrutan todo el año.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00346,https://demo-a.example/aviso/demo-00346,https://demo-a.example/aviso/demo-00346,Departamento 5 ambientes en Belgrano,593000,USD,443000,ARS,"O'Higgins 2076, Piso 7","Belgrano, Capital Federal",Sur & Asociados,235.5,3,238.5,5,4,2,5,1,Bueno,Interno,7,"parrilla, sum, laundry, gimnasio, solarium",2026-06-18,"Departamento de 5 ambientes en pleno Belgrano, sobre la calle O’Higgins al 2000, en un edificio de 5 años de antigüedad. La unidad interna se destaca por su muy buen estado general, lista para habitar sin necesidad de refacciones. Con 236 m² cubiertos más un balcón terraza de 3 m², la distribución es amplia y luminosa, pensada para quienes buscan espacios cómodos y bien resueltos. Cuenta con 4 dormitorios, ideal para familia numerosa o para armar un home office con total privacidad, y 2 baños completos. 

El edificio ofrece amenities que se disfrutan sin salir de casa: parrilla para reuniones, SUM, laundry, gimnasio y solarium. Incluye cochera propia. La zona es de las más buscadas de la ciudad, con verde, colegios, subte y comercios a pocas cuadras. Una oportunidad concreta para inversores o para establecer la residencia definitiva en un barrio clásico y bien conectado.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00347,https://demo-b.example/aviso/demo-00347,https://demo-b.example/aviso/demo-00347,Departamento 2 ambientes en Palermo,301000,USD,394000,ARS,"Ravignani 1485, Piso 3","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,46.4,8,54.4,2,1,1,,0,Excelente,Frente,3,"parrilla, gimnasio, solarium",2026-07-30,"Departamento de 2 ambientes en Ravignani al 1400, Palermo, piso 3 al frente. Con 46 m² cubiertos más un balcón terraza de 8 m², en excelente estado y muy luminoso. Cuenta con un dormitorio, un baño completo y cocina integrada al living. El edificio ofrece parrilla, gimnasio y solarium de uso común. Sin cochera. Ideal para quienes buscan un departamento moderno y funcional en una de las mejores zonas de Palermo, cerca de bares, comercios y parques.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00348,https://demo-a.example/aviso/demo-00348,https://demo-a.example/aviso/demo-00348,Departamento 3 ambientes en Palermo,335000,USD,303000,ARS,"Soler 1544, Piso 2","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,74.0,,74.0,3,2,1,0,0,Muy Bueno,,2,"seguridad 24 h, solarium, pileta, sum, gimnasio",2026-08-17,"Departamento de tres ambientes a estrenar en pleno Palermo, sobre la calle Soler al 1500. Un piso 2 con 74 m² cubiertos que se recibe en muy buen estado, listo para habitar desde el primer día. La distribución es funcional: dos dormitorios bien separados del living comedor, y un baño completo con terminaciones modernas. La cocina, integrada al comedor diario, suma practicidad para el día a día.

El edificio cuenta con seguridad las 24 horas, lo que da tranquilidad total, y en la terraza compartida hay un solarium con pileta, un SUM para reuniones y un gimnasio equipado para no salir de casa. Ideal para parejas o para quien busque un departamento versátil en una zona llena de vida, con bares, restaurantes y subtes cerca. Sin cochera, pero con todo lo demás al alcance. Una oportunidad real para entrar a vivir en una de las mejores ubicaciones de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00349,https://demo-b.example/aviso/demo-00349,https://demo-b.example/aviso/demo-00349,Departamento 1 ambientes en Palermo,264000,USD,354000,ARS,Malabia 2480,"Palermo, Capital Federal",Inmobiliaria del Parque,42.4,6.0,48.4,,,,,,,,,seguridad 24 h,2026-07-20,"Departamento de 1 ambiente en Palermo, sobre Malabia al 2400. Con 42 m² cubiertos más un balcón terraza de 6 m², este piso 1 ofrece un espacio bien aprovechado y luminoso. Cuenta con baño completo y la seguridad de 24 horas que brinda el edificio, de solo 2 años de antigüedad. Ideal para quienes buscan un primer hogar o una inversión en una de las mejores zonas de la Ciudad. Sin cochera, pero con todos los servicios y la vida de barrio a la vuelta de la esquina.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00350,https://demo-a.example/aviso/demo-00350,https://demo-a.example/aviso/demo-00350,Departamento 2 ambientes en Belgrano,142000,USD,,,"Sucre 1976, Piso 1","Belgrano, Capital Federal",Mirador Propiedades,53.8,,53.8,2,1,1,,0,Excelente,,1,"seguridad 24 h, pileta, laundry",2026-06-29,"Departamento de dos ambientes en pleno Belgrano, sobre Sucre al 1900, en una zona llena de verde y con todo el movimiento comercial y cultural del barrio. Se destaca por su **excelente estado**, listo para que lo disfrutes tal cual, con una distribución muy bien pensada que aprovecha cada metro de sus 54 metros cuadrados cubiertos. Al estar en **piso 1**, tiene esa vista particular de las copas de los árboles que tanto se valora en la ciudad.

El edificio ofrece amenities que suman mucha calidad de vida: pileta para escapar del calor, laundry para despreocuparte de las tareas del hogar y seguridad 24 horas que te da tranquilidad absoluta. Es el refugio perfecto para una pareja o para quien busca un hogar eficiente y bien ubicado, a pasos de los principales medios de transporte y de los bares y restaurantes que hacen famoso al barrio.

Sin dudas, una oportunidad concreta para vivir en una de las zonas más lindas de la ciudad, con todo lo necesario al alcance de la mano y en una propiedad impecable. Ideal para comprar y mudarse sin vueltas, o para sumarla como inversión en un punto estratégico de la Ciudad de Buenos Aires.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00351,https://demo-b.example/aviso/demo-00351,https://demo-b.example/aviso/demo-00351,Departamento 2 ambientes en Belgrano,139000,USD,,,"Sucre 1900, Piso 1","Belgrano, Capital Federal",Estudio Lacroze,51.8,,51.8,2,1,1,,0,Excelente,,1,"seguridad 24 h, pileta, laundry",2026-06-26,"Departamento de 2 ambientes en Belgrano, sobre Sucre al 1900, en impecable estado. Con 52 m² cubiertos, cuenta con living-comedor, un dormitorio y un baño completo. El edificio ofrece seguridad las 24 horas, pileta y laundry, ideales para disfrutar sin salir de casa. Sin cochera, pero con buena conectividad y cerca de todos los servicios del barrio. Una oportunidad para quienes buscan calidad de vida en una zona residencial, con espacios bien cuidados y en excelente estado.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00350""}"
demo-a,demo-00352,https://demo-a.example/aviso/demo-00352,https://demo-a.example/aviso/demo-00352,Departamento 4 ambientes en Belgrano,273000,USD,345000,ARS,Migueletes 4671,"Belgrano, Capital Federal",Mirador Propiedades,101.2,8,109.2,,,,,,,,,"sum, laundry, parrilla",2026-06-30,"Departamento de 4 ambientes al frente en pleno Belgrano, sobre Migueletes al 4600. Son 101 m² cubiertos más 8 m² de balcón/terraza, ideales para quienes buscan luz durante todo el día. La distribución es clásica, con living comedor amplio y ventanales que dan a la calle, 3 dormitorios bien logrados y 3 baños, lo que lo hace muy cómodo para una familia o para quien precise espacios diferenciados sin perder el perfil de hogar.

El edificio cuenta con sum, laundry y parrilla, todo a nuevo y listo para disfrutar. Si bien no tiene cochera, la ubicación compensa con creces: estás a metros de los bosques de Palermo, a unas cuadras de las barrancas de Belgrano y con un nudo de transporte que te saca a cualquier lado. Es un piso alto, luminoso y con buena vista, perfecto para el que valora la zona sin resignar comodidades. Una oportunidad real para hacer una muy buena operación en uno de los barrios más lindos de la ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00353,https://demo-b.example/aviso/demo-00353,https://demo-b.example/aviso/demo-00353,Departamento 3 ambientes en Belgrano,295000,USD,,,Ciudad de la Paz 2591,"Belgrano, Capital Federal",Belgrano Brokers,96.8,12,108.8,,,,,,,,,"seguridad 24 h, parrilla, laundry",2026-07-25,"Departamento a estrenar en el corazón de Belgrano, sobre Ciudad de la Paz al 2500, en un edificio con seguridad 24 horas y amenities de primer nivel. Se trata de una unidad al contrafrente, lo que garantiza la máxima tranquilidad, desarrollada en el piso 1 con 97 m² cubiertos más una terraza balcón de 12 m². La distribución es impecable: 3 ambientes (living comedor amplio, 2 dormitorios y un baño completo), pensados para vivir cómodo desde el primer día.

Al ser un emprendimiento en construcción, podés personalizar los detalles de tu futuro hogar. Las fotos corresponden al modelo de referencia, no al unidad exacta. La entrega estimada es para el año próximo, así que es el momento ideal para sumarse a una propiedad que se destaca por su ubicación estratégica, cerca de verde, comercios y colegios. El edificio cuenta con parrilla y laundry, perfecto para el día a día sin preocupaciones. Una oportunidad única para estrenar en una de las zonas más buscadas de la ciudad, con la seguridad de un proyecto de calidad.",false,"{""sintetico"": true, ""caso"": ""pozo"", ""duplicado_de"": null}"
demo-b,demo-00354,https://demo-b.example/aviso/demo-00354,https://demo-b.example/aviso/demo-00354,Departamento 3 ambientes en Belgrano,214000,USD,495000,ARS,"Blanco Encalada 2578, Piso 7","Belgrano, Capital Federal",Norte Propiedades,82.4,3,85.4,3,2,1,60,1,Bueno,Contrafrente,7,,2026-06-20,"Departamento de 3 ambientes en pleno Belgrano, a pasos de Blanco Encalada al 2500. Son 82 m² cubiertos más un balcón de 3 m² que suma luz al living, ideal para quienes buscan un dos dormitorios bien distribuido, con baño completo y cocina independiente. Está en un piso 7 con ascensor, al contrafrente, así que se duerme con una tranquilidad que acá en el barrio se agradece; la vista despejada y la orientación ayudan a que el sol entre en los ambientes principales.

La propiedad tiene 60 años de antigüedad, de esas construcciones con buena presencia y metros que se aprovechan al máximo, sin desperdicio. Incluye cochera propia, un lujo en la zona, y si bien el edificio no tiene amenities, la ubicación compensa con creces: cerca de los bosques de Palermo, subte, colectivos y los comercios de la avenida. Es un piso para vivir en serio, para hacerle algunos retoques a nuevo o simplemente disfrutar tal cual está. Ideal para pareja o inversores que quieran un dos ambientes de verdad, con balcón y sin ruidos de avenida. Consultá por la visita, se atiende sin vueltas.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00355,https://demo-a.example/aviso/demo-00355,https://demo-a.example/aviso/demo-00355,Departamento 2 ambientes en Belgrano,103000,USD,,,Montañeses 2771,"Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,33.4,,33.4,,,,,,,,,gimnasio,2026-08-09,"Departamento de 2 ambientes en excelente estado, ubicado en Montañeses al 2700, pleno corazón de Belgrano. Se trata de un piso 3 con una distribución muy bien aprovechada: living comedor integrado, un dormitorio cómodo y un baño completo. La superficie cubierta es de 33 m², ideal para quienes buscan un espacio funcional y moderno sin perder estilo.

El edificio cuenta con gimnasio, un plus para mantener la rutina sin moverte de tu casa. Al estar en una zona consolidada, vas a tener cerca todos los servicios, bares, restaurantes y medios de transporte que necesitás para moverte por la ciudad. Es una gran oportunidad tanto para invertir como para estrenar un hogar con buena energía. La propiedad se entrega en excelente estado, lista para habitar. Consultanos por visitas, te va a encantar.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00356,https://demo-a.example/aviso/demo-00356,https://demo-a.example/aviso/demo-00356,Departamento 2 ambientes en Palermo,254000,USD,401000,ARS,"Gorriti 5894, Piso 8","Palermo, Capital Federal",Belgrano Brokers,55.6,,55.6,2,1,1,8,0,Muy Bueno,,8,"seguridad 24 h, gimnasio, sum, parrilla, pileta",2026-08-05,"Departamento de dos ambientes en pleno Palermo, sobre Gorriti al 5800, a estrenar de impecable conservación. Se trata de una unidad en **muy buen estado**, ubicada en un **piso 8** **con ascensor** y con una **antigüedad de 8 años**, lo que garantiza la calidad constructiva de un edificio joven. La distribución es funcional: living comedor amplio y luminoso, cocina integrada con pasada a la zona de comedor, dormitorio con placar y baño completo en mármol. La superficie cubierta es de 56 m², bien aprovechados.

El edificio ofrece amenities de nivel: seguridad las 24 horas, gimnasio equipado, SUM para eventos, parrilla y una pileta con solárium ideal para disfrutar durante todo el año. Al estar en un piso alto, la vista es despejada y el ambiente es silencioso, perfecto para quienes buscan comodidad sin resignar ubicación. A pasos de avenidas principales, bares, restaurantes y subtes, es una oportunidad ideal tanto para vivir como para invertir. Sin cochera, pero con la posibilidad de alquilar un lugar en la zona. Consultas al WhatsApp.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00357,https://demo-a.example/aviso/demo-00357,https://demo-a.example/aviso/demo-00357,Departamento 4 ambientes en Palermo,526000,USD,,,"Darregueyra 390, Piso 6","Palermo, Capital Federal",Mirador Propiedades,146.0,3,149.0,4,3,2,,0,Excelente,Contrafrente,6,"parrilla, seguridad 24 h, gimnasio",2026-05-09,"En Darregueyra al 300, pleno Palermo, te presentamos un departamento de 4 ambientes en el piso 6 con ascensor. Cuenta con 3 dormitorios, 2 baños y una superficie cubierta de 146 m², más un balcón/terraza de 3 m². Al estar orientado al contrafrente, goza de una tranquilidad difícil de encontrar en la zona. El edificio ofrece parrilla, gimnasio y seguridad las 24 horas, ideales para quienes buscan comodidad y buen vivir sin renunciar a la ubicación. Sin cochera, pero con todos los servicios y la onda de Palermo a la vuelta de la esquina.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
